name,team,bye_week,position,adp,name_normalized,match_key,year
Konata Mumpfield,LAR,8.0,WR,348.0,konata mumpfield,konatamumpfield,2025
LaJohntay Wester,BAL,7.0,WR,349.0,lajohntay wester,lajohntaywester,2025
Ja'Corey Brooks,WAS,12.0,WR,350.0,jacorey brooks,jacoreybrooks,2025
Sam Howell,MIN,6.0,QB,351.0,sam howell,samhowell,2025
Zach Wilson,MIA,12.0,QB,352.0,zach wilson,zachwilson,2025
Cam Miller,LV,8.0,QB,353.0,cam miller,cammiller,2025
Ricky White III,SEA,8.0,WR,354.0,ricky white,rickywhite,2025
Joshua Simon,ATL,5.0,TE,355.0,joshua simon,joshuasimon,2025
LeQuint Allen Jr.,JAC,8.0,RB,356.0,lequint allen,lequintallen,2025
Jeremy Ruckert,NYJ,9.0,TE,357.0,jeremy ruckert,jeremyruckert,2025
Ty Chandler,MIN,6.0,RB,358.0,ty chandler,tychandler,2025
Derius Davis,LAC,12.0,WR,359.0,derius davis,deriusdavis,2025
Kalel Mullings,TEN,10.0,RB,360.0,kalel mullings,kalelmullings,2025
KhaDarel Hodge,ATL,5.0,WR,361.0,khadarel hodge,khadarelhodge,2025
Cordarrelle Patterson,PIT,5.0,RB,362.0,cordarrelle patterson,cordarrellepatterson,2025
Bub Means,NO,11.0,WR,363.0,bub means,bubmeans,2025
Kenny McIntosh,SEA,8.0,RB,364.0,kenny mcintosh,kennymcintosh,2025
Zay Jones,ARI,8.0,WR,365.0,zay jones,zayjones,2025
Ja'Lynn Polk,NE,14.0,WR,366.0,jalynn polk,jalynnpolk,2025
Will Levis,TEN,10.0,QB,367.0,will levis,willlevis,2025
Treylon Burks,TEN,10.0,WR,368.0,treylon burks,treylonburks,2025
Jake Bobo,SEA,8.0,WR,369.0,jake bobo,jakebobo,2025
Adam Trautman,DEN,12.0,TE,370.0,adam trautman,adamtrautman,2025
Grant Calcaterra,PHI,9.0,TE,371.0,grant calcaterra,grantcalcaterra,2025
Malik Willis,GB,5.0,QB,372.0,malik willis,malikwillis,2025
Johnny Wilson,PHI,9.0,WR,373.0,johnny wilson,johnnywilson,2025
Chris Brooks,GB,5.0,RB,374.0,chris brooks,chrisbrooks,2025
Gardner Minshew II,KC,10.0,QB,375.0,gardner minshew,gardnerminshew,2025
Marcus Mariota,WAS,12.0,QB,376.0,marcus mariota,marcusmariota,2025
Jake Browning,CIN,10.0,QB,377.0,jake browning,jakebrowning,2025
Tyson Bagent,CHI,5.0,QB,378.0,tyson bagent,tysonbagent,2025
Tyrod Taylor,NYJ,9.0,QB,379.0,tyrod taylor,tyrodtaylor,2025
Mac Jones,SF,14.0,QB,380.0,mac jones,macjones,2025
Rondale Moore,MIN,6.0,WR,381.0,rondale moore,rondalemoore,2025
KeAndre Lambert-Smith,LAC,12.0,WR,382.0,keandre lambert smith,keandrelambertsmith,2025
Ihmir Smith-Marsette,NYG,14.0,WR,383.0,ihmir smith marsette,ihmirsmithmarsette,2025
Jared Wiley,KC,10.0,TE,384.0,jared wiley,jaredwiley,2025
Erick All Jr.,CIN,10.0,TE,385.0,erick all,erickall,2025
Nick Nash,ATL,5.0,WR,386.0,nick nash,nicknash,2025
Damien Williams,FA,0.0,RB,387.0,damien williams,damienwilliams,2025
Israel Abanikanda,SF,14.0,RB,388.0,israel abanikanda,israelabanikanda,2025
George Holani,SEA,8.0,RB,389.0,george holani,georgeholani,2025
Brenden Rice,LAC,12.0,WR,390.0,brenden rice,brendenrice,2025
Caleb Lohner,DEN,12.0,TE,391.0,caleb lohner,caleblohner,2025
Carlos Washington Jr.,ATL,5.0,RB,392.0,carlos washington,carloswashington,2025
Sincere McCormick,LV,8.0,RB,393.0,sincere mccormick,sinceremccormick,2025
