name,team,bye_week,position,adp,name_normalized,match_key,year
Chris Oladokun,KC,6.0,QB,597.0,chris oladokun,chrisoladokun,2024
Mike Boone,FA,0.0,RB,597.0,mike boone,mikeboone,2024
KhaDarel Hodge,ATL,12.0,WR,598.0,khadarel hodge,khadarelhodge,2024
John Wolford,JAC,12.0,QB,599.0,john wolford,johnwolford,2024
Brady Russell,SEA,10.0,TE,599.0,brady russell,bradyrussell,2024
Tanner McKee,PHI,5.0,QB,599.5,tanner mckee,tannermckee,2024
Myles Gaskin,FA,0.0,RB,600.0,myles gaskin,mylesgaskin,2024
Jarveon Howard,FA,0.0,RB,601.0,jarveon howard,jarveonhoward,2024
Riley Sharp,FA,0.0,TE,602.0,riley sharp,rileysharp,2024
Hunter Luepke,DAL,7.0,RB,602.0,hunter luepke,hunterluepke,2024
Zack Kuntz,NYJ,12.0,TE,603.0,zack kuntz,zackkuntz,2024
Chris Collier,LV,10.0,RB,604.0,chris collier,chriscollier,2024
Tyree Jackson,WAS,14.0,TE,605.0,tyree jackson,tyreejackson,2024
Chris Blair,ATL,12.0,WR,605.5,chris blair,chrisblair,2024
TaMerik Williams,FA,0.0,RB,606.0,tamerik williams,tamerikwilliams,2024
Zach Gentry,FA,0.0,TE,608.0,zach gentry,zachgentry,2024
Dylan Drummond,ATL,12.0,WR,608.5,dylan drummond,dylandrummond,2024
N'Keal Harry,FA,0.0,WR,609.0,nkeal harry,nkealharry,2024
Antoine Green,FA,0.0,WR,609.0,antoine green,antoinegreen,2024
Jason Bean,IND,14.0,QB,611.0,jason bean,jasonbean,2024
Brett Rypien,MIN,6.0,QB,612.0,brett rypien,brettrypien,2024
Austin Reed,CHI,7.0,QB,615.0,austin reed,austinreed,2024
Easton Stick,ATL,12.0,QB,616.0,easton stick,eastonstick,2024
Dee Williams,NYG,11.0,WR,617.0,dee williams,deewilliams,2024
Nathaniel Peat,FA,0.0,RB,620.0,nathaniel peat,nathanielpeat,2024
John Stephens Jr.,DAL,7.0,WR,620.5,john stephens,johnstephens,2024
Tyron Billy-Johnson,FA,0.0,WR,621.0,tyron billy johnson,tyronbillyjohnson,2024
Alex Hale,GB,10.0,K,622.0,alex hale,alexhale,2024
Ellis Merriweather,GB,10.0,RB,623.0,ellis merriweather,ellismerriweather,2024
Davion Davis,FA,0.0,WR,623.0,davion davis,daviondavis,2024
Elijah Collins,FA,0.0,RB,624.0,elijah collins,elijahcollins,2024
Stephen Carlson,CHI,7.0,TE,625.0,stephen carlson,stephencarlson,2024
Casey Bauman,FA,0.0,QB,626.0,casey bauman,caseybauman,2024
John Rhys Plumlee,SEA,10.0,QB,629.0,john rhys plumlee,johnrhysplumlee,2024
D'Ernest Johnson,FA,0.0,RB,630.0,dernest johnson,dernestjohnson,2024
Devaughn Vele,DEN,14.0,WR,631.0,devaughn vele,devaughnvele,2024
Derrick Gore,FA,0.0,RB,632.0,derrick gore,derrickgore,2024
Tyler Huntley,FA,0.0,QB,633.0,tyler huntley,tylerhuntley,2024
Jake Fromm,FA,0.0,QB,634.0,jake fromm,jakefromm,2024
Isaiah Hodgins,SF,9.0,WR,635.0,isaiah hodgins,isaiahhodgins,2024
DeAndre Carter,CLE,10.0,WR,636.5,deandre carter,deandrecarter,2024
Jacques Patrick,FA,0.0,RB,637.0,jacques patrick,jacquespatrick,2024
Jude McAtamney,NYG,11.0,K,638.0,jude mcatamney,judemcatamney,2024
Mitchell Wilcox,FA,0.0,TE,639.0,mitchell wilcox,mitchellwilcox,2024
Sean McKeon,IND,14.0,TE,641.0,sean mckeon,seanmckeon,2024
Tyrie Cleveland,FA,0.0,WR,642.0,tyrie cleveland,tyriecleveland,2024
Josiah Deguara,ARI,11.0,TE,644.0,josiah deguara,josiahdeguara,2024
Darrynton Evans,BUF,12.0,RB,645.0,darrynton evans,darryntonevans,2024
Tip Reiman,ARI,11.0,TE,646.0,tip reiman,tipreiman,2024
Collin Johnson,LV,10.0,WR,648.0,collin johnson,collinjohnson,2024
Easop Winston Jr.,FA,0.0,WR,651.0,easop winston,easopwinston,2024
Ben Sims,GB,10.0,TE,651.5,ben sims,bensims,2024
Denzel Mims,FA,0.0,WR,652.0,denzel mims,denzelmims,2024
La'Mical Perine,FA,0.0,RB,653.0,lamical perine,lamicalperine,2024
Jonathan Ward,FA,0.0,RB,654.0,jonathan ward,jonathanward,2024
JaMycal Hasty,FA,0.0,RB,657.0,jamycal hasty,jamycalhasty,2024
Tyler Mabry,FA,0.0,TE,659.0,tyler mabry,tylermabry,2024
Freddie Swain,FA,0.0,WR,660.0,freddie swain,freddieswain,2024
Ke'Shawn Vaughn,FA,0.0,RB,661.0,keshawn vaughn,keshawnvaughn,2024
Marquez Callaway,FA,0.0,WR,662.0,marquez callaway,marquezcallaway,2024
Kristian Wilkerson,BUF,12.0,WR,664.0,kristian wilkerson,kristianwilkerson,2024
Lawrence Cager,WAS,14.0,WR,665.0,lawrence cager,lawrencecager,2024
Spencer Brown,FA,0.0,RB,666.0,spencer brown,spencerbrown,2024
Deon Jackson,FA,0.0,RB,667.0,deon jackson,deonjackson,2024
Jha'Quan Jackson,TEN,5.0,WR,667.5,jhaquan jackson,jhaquanjackson,2024
DJ Turner,FA,0.0,WR,668.0,dj turner,djturner,2024
Mathew Sexton,FA,0.0,WR,669.0,mathew sexton,mathewsexton,2024
Sammis Reyes,FA,0.0,TE,670.0,sammis reyes,sammisreyes,2024
Avery Williams,PHI,5.0,RB,671.0,avery williams,averywilliams,2024
Terrace Marshall Jr.,PHI,5.0,WR,672.0,terrace marshall,terracemarshall,2024
Simi Fehoko,ARI,11.0,WR,673.0,simi fehoko,simifehoko,2024
Terrell Bynum,FA,0.0,WR,674.0,terrell bynum,terrellbynum,2024
Xazavian Valladay,FA,0.0,RB,674.5,xazavian valladay,xazavianvalladay,2024
Sam Ehlinger,DEN,14.0,QB,675.0,sam ehlinger,samehlinger,2024
Cornell Powell,FA,0.0,WR,677.0,cornell powell,cornellpowell,2024
Ben Skowronek,PIT,9.0,WR,679.0,ben skowronek,benskowronek,2024
Bryce Ford-Wheaton,NYG,11.0,WR,679.0,bryce ford wheaton,brycefordwheaton,2024
Zach Davidson,BUF,12.0,TE,681.0,zach davidson,zachdavidson,2024
Ihmir Smith-Marsette,NYG,11.0,WR,682.0,ihmir smith marsette,ihmirsmithmarsette,2024
Kawaan Baker,FA,0.0,WR,683.0,kawaan baker,kawaanbaker,2024
Ian Book,FA,0.0,QB,684.0,ian book,ianbook,2024
Kyle Trask,TB,11.0,QB,685.0,kyle trask,kyletrask,2024
Quintin Morris,JAC,12.0,TE,686.0,quintin morris,quintinmorris,2024
Adam Prentice,FA,0.0,RB,687.0,adam prentice,adamprentice,2024
Austin Watkins Jr.,FA,0.0,WR,688.0,austin watkins,austinwatkins,2024
Jaret Patterson,LAC,5.0,RB,689.0,jaret patterson,jaretpatterson,2024
Michael Bandy,DEN,14.0,WR,690.0,michael bandy,michaelbandy,2024
Dayton Wade,BAL,14.0,WR,691.0,dayton wade,daytonwade,2024
Mike Rigerman,FA,0.0,TE,692.0,mike rigerman,mikerigerman,2024
Tyler Badie,DEN,14.0,RB,694.0,tyler badie,tylerbadie,2024
Michael Woods II,CLE,10.0,WR,697.0,michael woods,michaelwoods,2024
Montrell Washington,NYG,11.0,WR,698.0,montrell washington,montrellwashington,2024
Samori Toure,CHI,7.0,WR,699.0,samori toure,samoritoure,2024
Hassan Haskins,LAC,5.0,RB,700.0,hassan haskins,hassanhaskins,2024
Emani Bailey,CAR,11.0,RB,702.0,emani bailey,emanibailey,2024
Snoop Conner,FA,0.0,RB,703.0,snoop conner,snoopconner,2024
Kobe Lewis,FA,0.0,RB,704.0,kobe lewis,kobelewis,2024
Isaiah Wooden,FA,0.0,WR,705.0,isaiah wooden,isaiahwooden,2024
Brittain Brown,FA,0.0,RB,706.0,brittain brown,brittainbrown,2024
Erik Ezukanma,MIA,6.0,WR,707.0,erik ezukanma,erikezukanma,2024
Tyquan Thornton,KC,6.0,WR,709.0,tyquan thornton,tyquanthornton,2024
Baylor Cupp,FA,0.0,TE,710.0,baylor cupp,baylorcupp,2024
Ahmarean Brown,FA,0.0,WR,712.0,ahmarean brown,ahmareanbrown,2024
Isaiah Spiller,FA,0.0,RB,713.0,isaiah spiller,isaiahspiller,2024
Tyrion Davis-Price,TEN,5.0,RB,714.0,tyrion davis price,tyriondavisprice,2024
Danny Gray,PHI,5.0,WR,715.0,danny gray,dannygray,2024
Jack Plummer,CAR,11.0,QB,718.0,jack plummer,jackplummer,2024
Ricky Person Jr.,FA,0.0,RB,719.0,ricky person,rickyperson,2024
Thomas Yassmin,FA,0.0,TE,720.0,thomas yassmin,thomasyassmin,2024
Kyric McGowan,FA,0.0,WR,721.0,kyric mcgowan,kyricmcgowan,2024
Phillip Brooks,FA,0.0,WR,723.0,phillip brooks,phillipbrooks,2024
George Holani,SEA,10.0,RB,724.0,george holani,georgeholani,2024
Aaron Shampklin,FA,0.0,RB,726.0,aaron shampklin,aaronshampklin,2024
David Martin-Robinson,TEN,5.0,TE,727.0,david martin robinson,davidmartinrobinson,2024
Jacob Warren,FA,0.0,TE,728.0,jacob warren,jacobwarren,2024
Julius Chestnut,TEN,5.0,RB,729.0,julius chestnut,juliuschestnut,2024
Thomas Odukoya,TEN,5.0,TE,730.0,thomas odukoya,thomasodukoya,2024
Terique Owens,SF,9.0,WR,731.0,terique owens,teriqueowens,2024
Johnny Johnson III,HOU,14.0,WR,732.0,johnny johnson,johnnyjohnson,2024
Trey Knox,FA,0.0,TE,733.0,trey knox,treyknox,2024
Austin Jones,FA,0.0,RB,734.0,austin jones,austinjones,2024
Carter Bradley,LV,10.0,QB,735.0,carter bradley,carterbradley,2024
Sincere McCormick,LV,10.0,RB,737.0,sincere mccormick,sinceremccormick,2024
Tanner Conner,MIA,6.0,TE,738.0,tanner conner,tannerconner,2024
Braylon Sanders,FA,0.0,WR,739.0,braylon sanders,braylonsanders,2024
Jashaun Corbin,ATL,12.0,RB,740.0,jashaun corbin,jashauncorbin,2024
Kedon Slovis,HOU,14.0,QB,741.0,kedon slovis,kedonslovis,2024
Chris Pierce Jr.,FA,0.0,TE,742.0,chris pierce,chrispierce,2024
Tay Martin,FA,0.0,WR,743.0,tay martin,taymartin,2024
Deven Thompkins,FA,0.0,WR,744.0,deven thompkins,deventhompkins,2024
Daylen Baldwin,FA,0.0,WR,747.0,daylen baldwin,daylenbaldwin,2024
Maurice Alexander,CHI,7.0,WR,748.0,maurice alexander,mauricealexander,2024
Josh,Ali,0.0,WR,749.0,josh,josh,2024
Justin Shorter,LV,10.0,WR,750.0,justin shorter,justinshorter,2024
Lew Nichols III,PHI,5.0,RB,753.0,lew nichols,lewnichols,2024
Xavier Smith,LAR,6.0,WR,757.0,xavier smith,xaviersmith,2024
Clayton Tune,ARI,11.0,QB,762.0,clayton tune,claytontune,2024
Brayden Willis,SF,9.0,TE,764.0,brayden willis,braydenwillis,2024
Travis Vokolek,ARI,11.0,TE,765.0,travis vokolek,travisvokolek,2024
Thyrick Pitts,FA,0.0,WR,766.0,thyrick pitts,thyrickpitts,2024
Isaiah Davis,NYJ,12.0,RB,767.0,isaiah davis,isaiahdavis,2024
Jason Brownlee,KC,6.0,WR,768.0,jason brownlee,jasonbrownlee,2024
Nikko Remigio,KC,6.0,WR,770.0,nikko remigio,nikkoremigio,2024
Carlos Washington Jr.,ATL,12.0,RB,771.0,carlos washington,carloswashington,2024
Jordan Mims,FA,0.0,RB,772.0,jordan mims,jordanmims,2024
Shedrick Jackson,LV,10.0,WR,773.0,shedrick jackson,shedrickjackson,2024
Nate Adkins,DEN,14.0,TE,776.0,nate adkins,nateadkins,2024
Adrian Martinez,NYJ,12.0,QB,777.0,adrian martinez,adrianmartinez,2024
Jared Wayne,HOU,14.0,WR,778.0,jared wayne,jaredwayne,2024
Elijah Cooks,PHI,5.0,WR,779.0,elijah cooks,elijahcooks,2024
Isaiah Winstead,FA,0.0,WR,782.0,isaiah winstead,isaiahwinstead,2024
Tre'Shaun Harrison,FA,0.0,WR,783.0,treshaun harrison,treshaunharrison,2024
Elijah Dotson,ATL,12.0,RB,784.0,elijah dotson,elijahdotson,2024
Rakim Jarrett,TB,11.0,WR,785.0,rakim jarrett,rakimjarrett,2024
Kazmeir Allen,WAS,14.0,WR,786.0,kazmeir allen,kazmeirallen,2024
Jordan Murray,CHI,7.0,TE,788.0,jordan murray,jordanmurray,2024
Joel Wilson,CHI,7.0,TE,789.0,joel wilson,joelwilson,2024
Casey Washington,ATL,12.0,WR,790.0,casey washington,caseywashington,2024
Erick All Jr.,CIN,12.0,TE,791.0,erick all,erickall,2024
Tanner McLachlan,CIN,12.0,TE,792.0,tanner mclachlan,tannermclachlan,2024
Jawhar Jordan,HOU,14.0,RB,795.0,jawhar jordan,jawharjordan,2024
Keilan Robinson,PHI,5.0,RB,796.0,keilan robinson,keilanrobinson,2024
Jordan Matthews,FA,0.0,TE,798.0,jordan matthews,jordanmatthews,2024
Laquon Treadwell,IND,14.0,WR,801.0,laquon treadwell,laquontreadwell,2024
Nick Vannett,FA,0.0,TE,802.0,nick vannett,nickvannett,2024
Nate Sudfeld,FA,0.0,QB,803.0,nate sudfeld,natesudfeld,2024
Dwayne Washington,FA,0.0,RB,804.0,dwayne washington,dwaynewashington,2024
Jeremy McNichols,WAS,14.0,RB,805.0,jeremy mcnichols,jeremymcnichols,2024
John Kelly Jr.,FA,0.0,RB,806.0,john kelly,johnkelly,2024
Anthony Miller,BAL,14.0,WR,807.0,anthony miller,anthonymiller,2024
Jordan Thomas,FA,0.0,TE,811.0,jordan thomas,jordanthomas,2024
Nick Bawden,FA,0.0,RB,812.0,nick bawden,nickbawden,2024
Deontay Burnett,FA,0.0,WR,813.0,deontay burnett,deontayburnett,2024
Deon Cain,FA,0.0,WR,814.0,deon cain,deoncain,2024
Ross Dwelley,SF,9.0,TE,815.0,ross dwelley,rossdwelley,2024
Cam Sims,FA,0.0,WR,816.0,cam sims,camsims,2024
Luis Perez,FA,0.0,QB,817.0,luis perez,luisperez,2024
Alex McGough,FA,0.0,QB,818.0,alex mcgough,alexmcgough,2024
Tim Boyle,TEN,5.0,QB,819.0,tim boyle,timboyle,2024
Keith Kirkwood,BAL,14.0,WR,820.0,keith kirkwood,keithkirkwood,2024
Kevin Rader,FA,0.0,TE,821.0,kevin rader,kevinrader,2024
Devon Garrison,FA,0.0,TE,822.0,devon garrison,devongarrison,2024
Patrick Laird,FA,0.0,RB,823.0,patrick laird,patricklaird,2024
Alex Bachman,LV,10.0,WR,824.0,alex bachman,alexbachman,2024
Tom Kennedy,DET,5.0,WR,825.0,tom kennedy,tomkennedy,2024
Marcus Simms,FA,0.0,WR,826.0,marcus simms,marcussimms,2024
James Proche II,TEN,5.0,WR,827.0,james proche,jamesproche,2024
Jake Luton,FA,0.0,QB,828.0,jake luton,jakeluton,2024
Andre Baccellia,ARI,11.0,WR,829.0,andre baccellia,andrebaccellia,2024
Cody White,SEA,10.0,WR,830.0,cody white,codywhite,2024
Dan Chisena,CAR,11.0,WR,831.0,dan chisena,danchisena,2024
Tony Jones Jr.,FA,0.0,RB,833.0,tony jones,tonyjones,2024
Austin Mack,FA,0.0,WR,834.0,austin mack,austinmack,2024
Jalen Reagor,LAC,5.0,WR,835.0,jalen reagor,jalenreagor,2024
Noah Togiai,FA,0.0,TE,836.0,noah togiai,noahtogiai,2024
Tommy Hudson,FA,0.0,TE,837.0,tommy hudson,tommyhudson,2024
Mason Kinsey,TEN,5.0,WR,838.0,mason kinsey,masonkinsey,2024
Tarik Black,MIA,6.0,WR,840.0,tarik black,tarikblack,2024
Michael Strachan,WAS,14.0,WR,841.0,michael strachan,michaelstrachan,2024
Ben Mason,FA,0.0,RB,842.0,ben mason,benmason,2024
Shi Smith,FA,0.0,WR,843.0,shi smith,shismith,2024
Demetric Felton Jr.,WAS,14.0,RB,844.0,demetric felton,demetricfelton,2024
Seth Williams,FA,0.0,WR,846.0,seth williams,sethwilliams,2024
Racey McMath,FA,0.0,WR,847.0,racey mcmath,raceymcmath,2024
Jalen Camp,FA,0.0,WR,848.0,jalen camp,jalencamp,2024
Gerrid Doaks,FA,0.0,RB,849.0,gerrid doaks,gerriddoaks,2024
Kellen Mond,FA,0.0,QB,850.0,kellen mond,kellenmond,2024
Gary Brightwell,CIN,12.0,RB,851.0,gary brightwell,garybrightwell,2024
Hunter Kampmoyer,FA,0.0,TE,852.0,hunter kampmoyer,hunterkampmoyer,2024
Jaelon Darden,FA,0.0,WR,853.0,jaelon darden,jaelondarden,2024
Stone Smartt,NYJ,12.0,TE,855.0,stone smartt,stonesmartt,2024
Grant DuBose,FA,0.0,WR,856.0,grant dubose,grantdubose,2024
Colton Dowell,TEN,5.0,WR,857.0,colton dowell,coltondowell,2024
Evan Hull,PIT,9.0,RB,858.0,evan hull,evanhull,2024
Dresser Winn,FA,0.0,QB,859.0,dresser winn,dresserwinn,2024
Jake Haener,NO,12.0,QB,860.0,jake haener,jakehaener,2024
Sean Ryan,FA,0.0,WR,862.0,sean ryan,seanryan,2024
Zavier Scott,MIN,6.0,WR,863.0,zavier scott,zavierscott,2024
T.J. Luther,CAR,11.0,WR,865.0,tj luther,tjluther,2024
Joseph Ngata,FA,0.0,WR,866.0,joseph ngata,josephngata,2024
Ty Scott,FA,0.0,WR,867.0,ty scott,tyscott,2024
Jalen Wayne,FA,0.0,WR,868.0,jalen wayne,jalenwayne,2024
Jalen Cropper,DAL,7.0,WR,870.0,jalen cropper,jalencropper,2024
David Durden,FA,0.0,WR,871.0,david durden,daviddurden,2024
Mohamed Ibrahim,FA,0.0,RB,873.0,mohamed ibrahim,mohamedibrahim,2024
Jaray Jenkins,FA,0.0,WR,875.0,jaray jenkins,jarayjenkins,2024
Daniel Arias,FA,0.0,WR,876.0,daniel arias,danielarias,2024
Blake Whiteheart,CLE,10.0,TE,877.0,blake whiteheart,blakewhiteheart,2024
Daewood Davis,FA,0.0,WR,878.0,daewood davis,daewooddavis,2024
Thayer Thomas,MIN,6.0,WR,880.0,thayer thomas,thayerthomas,2024
Malik Knowles,SF,9.0,WR,881.0,malik knowles,malikknowles,2024
Cephus Johnson,III,0.0,WR,882.0,cephus johnson,cephusjohnson,2024
Shaquan Davis,FA,0.0,WR,883.0,shaquan davis,shaquandavis,2024
Matt Landers,FA,0.0,WR,884.0,matt landers,mattlanders,2024
Griffin Hebert,FA,0.0,TE,885.0,griffin hebert,griffinhebert,2024
Tyrell Shavers,BUF,12.0,WR,886.0,tyrell shavers,tyrellshavers,2024
Bryan Thompson,FA,0.0,WR,887.0,bryan thompson,bryanthompson,2024
Kearis Jackson,FA,0.0,WR,889.0,kearis jackson,kearisjackson,2024
Jacob Copeland,FA,0.0,WR,890.0,jacob copeland,jacobcopeland,2024
Izaiah Gathings,FA,0.0,TE,891.0,izaiah gathings,izaiahgathings,2024
Tanner Taula,TB,11.0,TE,893.0,tanner taula,tannertaula,2024
Ryan Miller,TB,11.0,WR,894.0,ryan miller,ryanmiller,2024
Mitchell Tinsley,CIN,12.0,WR,895.0,mitchell tinsley,mitchelltinsley,2024
La'Michael Pettway,FA,0.0,TE,896.0,lamichael pettway,lamichaelpettway,2024
Anthony Gould,IND,14.0,WR,899.0,anthony gould,anthonygould,2024
Patrick Murtagh,FA,0.0,TE,900.0,patrick murtagh,patrickmurtagh,2024
